fiscalDateEnding,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2017-12-31,126386000,None,None,18499000,-782000,13069000,27413000,-60981000,None,167455000,56810000,-170884000,0,137522000,137522000,None,75673000,74769000,None,None,None,None,-95211000,None,17655000,5343000,166967000
2017-09-30,85360000,None,None,61833000,5872000,12272000,34462000,-126102000,None,120606000,-34723000,-136861000,0,202776000,202776000,None,0,0,None,None,None,None,-136861000,None,-81466000,4758000,120263000
2017-06-30,81214000,None,None,52623000,-3290000,12042000,20380000,-73142000,None,108755000,-20340000,-108277000,0,84052000,84052000,None,75726000,75726000,None,None,None,None,-32551000,None,-41133000,6270000,108851000
2017-03-31,195679000,None,None,-18324000,3565000,11927000,12761000,75454000,None,93567000,-13432000,-8543000,0,53908000,53908000,None,0,0,None,None,None,None,-8543000,None,181608000,7904000,93264000
2016-12-31,72555000,147000,None,28568000,-4077000,11943000,19343000,-108384000,None,111098000,-18695000,-105351000,0,69561000,69561000,None,73458000,72123000,None,None,None,None,-31893000,None,-68265000,-16774000,110590000
2016-09-30,115793000,107000,None,38070000,1395000,11882000,12659000,-58279000,None,107949000,-11042000,-44168000,0,101690000,101690000,None,0,0,None,None,None,None,-44168000,None,62436000,1853000,107581000
2016-06-30,105184000,132000,None,51422000,-1361000,11642000,13279000,-48344000,None,116439000,-8865000,-120627000,0,96115000,96115000,None,73000000,73000000,None,None,None,None,-47627000,None,-33653000,-9345000,116052000
2016-03-31,235953000,0,None,-15344000,2055000,11329000,14035000,112710000,None,97047000,-14594000,-28657000,0,70292000,70292000,None,0,0,None,None,None,None,-28657000,None,206121000,13419000,96584000
2015-12-31,117764000,4000,None,-87475000,-2072000,11588000,12480000,43709000,None,115100000,-5117000,-268256000,0,214516000,214516000,None,68157000,66892000,None,None,None,None,-198253000,None,-160887000,-5278000,114449000
2015-09-30,132676000,0,None,-19622000,3801000,11475000,9546000,2466000,None,118736000,26576000,-155364000,0,209970000,209970000,None,0,0,None,None,None,None,-155364000,None,-17044000,-20932000,118310000
